plate,well-row,well-column,id_mixture,id_chemical         ,compound common name,SMILES,cherry_testname     ,cherry-error-code     ,cherry-initial-fluorescence,cherry-final-fluorescence,cherry-lagtime2,cherry-doubletime  ,sapphire_testname  ,sapphire-error-code  ,sapphire-initial-fluorescence,sapphire-final-fluorescence,sapphire-lagtime2,sapphire-doubletime,venus_testname     ,venus-error-code    ,venus-initial-fluorescence,venus-final-fluorescence,venus-lagtime2   ,venus-doubletime   ,plate layout,study,volume,concentration
3449,A,1,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,9419,24440,0,4.00467,SAPPHIRE405X384,0,7947,47242,0,3.34918,VENUS500X384,0,14997,27762,0,6.81517,1995,1437,0,0
3449,A,7,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,8590,22402.5,0,4.00086,SAPPHIRE405X384,0,7692,44322,0,3.42533,VENUS500X384,0,13981,25406,0,6.64466,1995,1437,0,0
3449,A,8,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,9068,23870,0,4.52957,SAPPHIRE405X384,0,7405,44227,0,3.31457,VENUS500X384,0,13434,25568.5,0,6.13245,1995,1437,0,0
3449,A,9,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,8846,22559,0,3.91816,SAPPHIRE405X384,0,7589,43727,0,3.38307,VENUS500X384,0,13939,25512,0,6.3631,1995,1437,0,0
3449,A,15,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,8696,22157,0,3.91343,SAPPHIRE405X384,0,7571,44290,0,3.36084,VENUS500X384,0,13951,26044,0,5.71022,1995,1437,0,0
3449,A,16,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,8400,21700.5,0,5.16022,SAPPHIRE405X384,0,7320,43291,0,3.31536,VENUS500X384,0,13454,24937,0,6.48864,1995,1437,0,0
3449,A,17,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,9198,22138,0,4.53072,SAPPHIRE405X384,0,7564,44524,0,3.58585,VENUS500X384,0,13853,25223.5,0,6.50675,1995,1437,0,0
3449,A,23,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,9103,23968.5,0,4.32048,SAPPHIRE405X384,0,7827,46300,0,3.54677,VENUS500X384,0,14409,26824,0,5.63181,1995,1437,0,0
3449,A,24,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,9184,23380,0,4.27487,SAPPHIRE405X384,0,7480,46310,0,3.30282,VENUS500X384,0,13937,26827,0,5.6438,1995,1437,0,0
3449,B,6,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,8344,20902,0,4.338,SAPPHIRE405X384,0,7206,42788,0,3.32673,VENUS500X384,0,13279,24762,0,6.37213,1995,1437,0,0
