plate,well-row,well-column,id_mixture,id_chemical         ,compound common name,SMILES,cherry_testname     ,cherry-error-code     ,cherry-initial-fluorescence,cherry-final-fluorescence,cherry-lagtime2,cherry-doubletime  ,sapphire_testname  ,sapphire-error-code  ,sapphire-initial-fluorescence,sapphire-final-fluorescence,sapphire-lagtime2,sapphire-doubletime,venus_testname     ,venus-error-code    ,venus-initial-fluorescence,venus-final-fluorescence,venus-lagtime2   ,venus-doubletime   ,plate layout,study,volume,concentration
3553,A,1,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2141,52108,1.14421,1.65355,SAPPHIRE405X384,0,4361,81664,1.12361,3.17904,VENUS500X384,0,4000,36159,0,2.9263,2106,1531,0,0
3553,A,7,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2176,51685,0,2.07129,SAPPHIRE405X384,0,4338,75760,1.02404,3.25705,VENUS500X384,0,3875,33716,0,2.84971,2106,1531,0,0
3553,A,8,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2282,48818,0,2.17332,SAPPHIRE405X384,0,4220,76552,1.24235,3.18273,VENUS500X384,0,3667,32348,1.18163,2.32358,2106,1531,0,0
3553,A,9,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1884,49996,0,1.9237,SAPPHIRE405X384,0,4199,77167,1.25368,3.02152,VENUS500X384,0,3882,32633,1.30035,2.35513,2106,1531,0,0
3553,A,15,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1858,49040,0,1.82239,SAPPHIRE405X384,0,4366,76156,1.18771,3.20523,VENUS500X384,0,3856,32776,0,2.90039,2106,1531,0,0
3553,A,16,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1915,48414,0,1.96217,SAPPHIRE405X384,0,4280,74359,0.997962,3.28167,VENUS500X384,0,3741,32907,0,2.8757,2106,1531,0,0
3553,A,17,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2392,47669,0,2.14523,SAPPHIRE405X384,0,4183,76698,1.1125,3.1515,VENUS500X384,0,3672,32831,0,2.81119,2106,1531,0,0
3553,A,23,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2187,53320,0,2.02552,SAPPHIRE405X384,0,4479,79909,1.08477,3.21664,VENUS500X384,0,3975,35397,0,2.86675,2106,1531,0,0
3553,A,24,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2189,52383,0,1.92263,SAPPHIRE405X384,0,4465,81143,1.34468,3.11932,VENUS500X384,0,4039,36119,1.14829,2.39392,2106,1531,0,0
3553,B,6,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1928,46416,1.418,1.36162,SAPPHIRE405X384,0,4240,72660,1.1279,3.24465,VENUS500X384,0,3762,31412,1.16997,2.40766,2106,1531,0,0
3553,B,7,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1901,44599,0,2.03032,SAPPHIRE405X384,0,4008,69406,0.96046,3.26415,VENUS500X384,0,3668,30911.5,0,3.06524,2106,1531,0,0
3553,B,8,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1827,43113,0,1.97557,SAPPHIRE405X384,0,4076,70793,1.19754,3.08805,VENUS500X384,0,3552,30128,1.22044,2.30315,2106,1531,0,0
3553,B,14,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2044,45475.5,1.53592,1.28926,SAPPHIRE405X384,0,4228,74060,1.20085,3.02942,VENUS500X384,0,3878,29744,1.35607,2.32639,2106,1531,0,0
3553,B,15,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1942,44921,0,1.86281,SAPPHIRE405X384,0,4287,73310,1.03699,3.25175,VENUS500X384,0,3791,29999,1.1316,2.42033,2106,1531,0,0
3553,B,16,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1919,45088,0,1.97301,SAPPHIRE405X384,0,4225,73044,1.24389,3.06363,VENUS500X384,0,3698,30450,0,2.85699,2106,1531,0,0
3553,B,22,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2273,48466.5,1.31291,1.48594,SAPPHIRE405X384,0,4422,76166,1.02723,3.22915,VENUS500X384,0,3952,32893,1.09328,2.43238,2106,1531,0,0
3553,B,23,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2352,47991,0,2.06054,SAPPHIRE405X384,0,4390,75576,1.13836,3.23737,VENUS500X384,0,4036,32685,0,2.91084,2106,1531,0,0
3553,B,24,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2192,51238,0,1.95422,SAPPHIRE405X384,0,4535,82872,0.998291,3.20112,VENUS500X384,0,4103,35182,1.10405,2.40615,2106,1531,0,0
3553,D,4,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1981,43173,0,2.05583,SAPPHIRE405X384,0,4237,71226,1.12315,3.25137,VENUS500X384,0,3849,29648,1.27288,2.40126,2106,1531,0,0
3553,D,5,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2275,41504,1.62833,1.36197,SAPPHIRE405X384,0,4113,68006,1.19265,3.12044,VENUS500X384,0,3760,28929,1.29201,2.35467,2106,1531,0,0
3553,D,6,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2127,42910,1.5862,1.59536,SAPPHIRE405X384,0,4144,68524.5,1.09417,3.23693,VENUS500X384,0,3724,28774,1.2052,2.41235,2106,1531,0,0
3553,D,12,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,2117,43838,1.3455,1.48961,SAPPHIRE405X384,0,4166,69414,1.1489,3.22701,VENUS500X384,0,3788,29031,1.23654,2.40049,2106,1531,0,0
3553,D,13,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1948,42594,1.3493,1.41174,SAPPHIRE405X384,0,4296,69276,1.5315,3.12256,VENUS500X384,0,3823,29744,1.05716,2.46544,2106,1531,0,0
3553,D,14,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1931,42972,1.62833,1.26275,SAPPHIRE405X384,0,4201,68137,1.16042,3.16607,VENUS500X384,0,3812,29753,1.29474,2.34982,2106,1531,0,0
