plate,well-row,well-column,id_mixture,id_chemical         ,compound common name,SMILES,cherry_testname     ,cherry-error-code     ,cherry-initial-fluorescence,cherry-final-fluorescence,cherry-lagtime2,cherry-doubletime  ,sapphire_testname  ,sapphire-error-code  ,sapphire-initial-fluorescence,sapphire-final-fluorescence,sapphire-lagtime2,sapphire-doubletime,venus_testname     ,venus-error-code    ,venus-initial-fluorescence,venus-final-fluorescence,venus-lagtime2   ,venus-doubletime   ,plate layout,study,volume,concentration
3674,A,1,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1294,46787.5,0,1.93384,SAPPHIRE405X384,0,3079,74308,0.853266,3.11299,VENUS500X384,0,3122,38038,0.930038,2.48519,2228,1656,0,0
3674,A,7,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1368,40660,0,2.01939,SAPPHIRE405X384,0,3216,70999,1.43803,2.93355,VENUS500X384,0,3265,34284.5,1.08398,2.40198,2228,1656,0,0
3674,A,8,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1370,41013,1.3122,1.43899,SAPPHIRE405X384,0,3158,72553,1.04181,3.0739,VENUS500X384,0,3201,34797,0,2.99973,2228,1656,0,0
3674,A,9,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1512,40041.5,1.30373,1.66399,SAPPHIRE405X384,0,3227,70355.5,1.49801,2.92935,VENUS500X384,0,3305,34461,1.01189,2.45972,2228,1656,0,0
3674,A,15,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1473,38781,1.367,1.43959,SAPPHIRE405X384,0,3334,72448,1.16432,3.02905,VENUS500X384,0,3411,33396.5,1.10569,2.43512,2228,1656,0,0
3674,A,16,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1324,38513,-0.0558061,1.9132,SAPPHIRE405X384,0,3260,71343,1.54774,2.87607,VENUS500X384,0,3229,32961,1.1908,2.33089,2228,1656,0,0
3674,A,17,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1596,41143,0,2.12507,SAPPHIRE405X384,0,3198,70987,1.40343,2.9264,VENUS500X384,0,3370,35206,1.10063,2.42342,2228,1656,0,0
3674,A,23,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1714,40387,0.910733,1.91247,SAPPHIRE405X384,0,3210,72677,0.909655,3.05529,VENUS500X384,0,3374,36499,0,2.80236,2228,1656,0,0
3674,A,24,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1712,47474,0,2.13641,SAPPHIRE405X384,0,3306,79392.5,0.832809,3.06279,VENUS500X384,0,3384,38382.5,0.950634,2.46153,2228,1656,0,0
3674,B,6,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1350,37943,1.24292,1.62551,SAPPHIRE405X384,0,3153,69569,1.11583,3.03439,VENUS500X384,0,3117,31941,1.17858,2.32215,2228,1656,0,0
3674,B,7,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1490,37282.5,1.50874,1.61717,SAPPHIRE405X384,0,3091,66024,1.04435,3.05944,VENUS500X384,0,3158,31220.5,1.06161,2.39689,2228,1656,0,0
3674,B,8,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1688,34749,0.706732,2.14044,SAPPHIRE405X384,0,3213,69021.5,1.03704,3.08356,VENUS500X384,0,3198,31382,1.10685,2.40423,2228,1656,0,0
3674,B,14,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1412,35066.5,0,2.07378,SAPPHIRE405X384,0,3172,68216,1.01192,3.08882,VENUS500X384,0,3178,31016,1.18496,2.34138,2228,1656,0,0
3674,B,15,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1216,34667.5,0,1.94981,SAPPHIRE405X384,0,3278,67764,1.23729,3.06307,VENUS500X384,0,3312,30777,1.21353,2.40484,2228,1656,0,0
3674,B,16,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1361,35696,0,2.03603,SAPPHIRE405X384,0,3217,66577.5,1.13576,3.06981,VENUS500X384,0,3381,31296,0,3.03634,2228,1656,0,0
3674,B,22,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1792,38816.5,1.63306,1.69023,SAPPHIRE405X384,0,3198,69182.5,0.953954,3.07827,VENUS500X384,0,3253,33187,1.01302,2.42365,2228,1656,0,0
3674,B,23,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1468,39236,0,2.03073,SAPPHIRE405X384,0,3288,70134,0.983633,3.10491,VENUS500X384,0,3447,33838.5,0,2.81042,2228,1656,0,0
3674,B,24,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1527,40606,1.63306,1.31953,SAPPHIRE405X384,0,3345,74057,1.00102,3.09288,VENUS500X384,0,3387,34473,0,3.0079,2228,1656,0,0
3674,C,5,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1587,34457,1.63306,1.36114,SAPPHIRE405X384,0,3046,66073,1.0153,3.06718,VENUS500X384,0,3208,30276,0,2.86085,2228,1656,0,0
3674,C,6,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1354,34379.5,0,2.02961,SAPPHIRE405X384,0,3135,66508,1.06912,3.06092,VENUS500X384,0,3160,30585.5,1.03046,2.43531,2228,1656,0,0
3674,C,7,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1220,36755.5,0,1.96105,SAPPHIRE405X384,0,3152,65020.5,1.08441,3.12514,VENUS500X384,0,3139,31795,1.07884,2.41892,2228,1656,0,0
3674,C,13,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1469,34769,0,2.1151,SAPPHIRE405X384,0,3260,66063,1.54821,2.95428,VENUS500X384,0,3181,30335.5,0,2.93841,2228,1656,0,0
3674,C,14,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1231,35587.5,0,1.93334,SAPPHIRE405X384,0,3168,64963,1.06785,3.11936,VENUS500X384,0,3239,29674.5,1.04514,2.51098,2228,1656,0,0
3674,C,15,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1568,33772,1.62146,1.63987,SAPPHIRE405X384,0,3228,64805,1.50842,2.96531,VENUS500X384,0,3248,30510,1.10827,2.44345,2228,1656,0,0
3674,C,21,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1466,36714.5,0.803917,1.83044,SAPPHIRE405X384,0,3222,67370.5,1.49507,2.90495,VENUS500X384,0,3345,32522.5,1.21159,2.36576,2228,1656,0,0
3674,C,22,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1530,36857,0,2.13728,SAPPHIRE405X384,0,3234,68685,1.0064,3.08584,VENUS500X384,0,3288,31101.5,1.1165,2.44699,2228,1656,0,0
3674,C,23,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1380,38265,0,1.97357,SAPPHIRE405X384,0,3259,68682.5,1.2082,3.02732,VENUS500X384,0,3406,32830,1.12019,2.43306,2228,1656,0,0
3674,D,4,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1352,36009,0,2.07862,SAPPHIRE405X384,0,3150,67765,1.06444,3.05255,VENUS500X384,0,3125,31173.5,1.01459,2.45362,2228,1656,0,0
3674,D,5,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1716,35570.5,1.63306,1.73254,SAPPHIRE405X384,0,3110,65815.5,1.53233,2.92229,VENUS500X384,0,3257,30894.5,1.11156,2.47511,2228,1656,0,0
3674,D,6,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1504,33233.5,1.35031,1.72889,SAPPHIRE405X384,0,3092,65746.5,1.01137,3.05292,VENUS500X384,0,3228,30430,1.19081,2.3791,2228,1656,0,0
3674,D,12,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1426,39283,1.43682,1.59512,SAPPHIRE405X384,0,3183,67479,1.02058,3.10022,VENUS500X384,0,3263,32521,1.06897,2.49445,2228,1656,0,0
3674,D,13,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1527,33411,1.27481,1.78501,SAPPHIRE405X384,0,3191,64000,1.15765,3.16006,VENUS500X384,0,3295,29221,0,3.02676,2228,1656,0,0
3674,D,14,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1665,34808.5,0.716377,2.0913,SAPPHIRE405X384,0,3187,65232,1.14057,3.10426,VENUS500X384,0,3291,29946,1.17447,2.44744,2228,1656,0,0
3674,D,20,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1423,34674,1.10313,1.70542,SAPPHIRE405X384,0,3224,65584,1.59188,2.89721,VENUS500X384,0,3246,30604,1.13015,2.45046,2228,1656,0,0
