plate,well-row,well-column,id_mixture,id_chemical         ,compound common name,SMILES,cherry_testname     ,cherry-error-code     ,cherry-initial-fluorescence,cherry-final-fluorescence,cherry-lagtime2,cherry-doubletime  ,sapphire_testname  ,sapphire-error-code  ,sapphire-initial-fluorescence,sapphire-final-fluorescence,sapphire-lagtime2,sapphire-doubletime,venus_testname     ,venus-error-code    ,venus-initial-fluorescence,venus-final-fluorescence,venus-lagtime2   ,venus-doubletime   ,plate layout,study,volume,concentration
3663,A,1,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1744,19228.7,1.19852,2.41903,SAPPHIRE405X384,0,2021,32502,1.62167,2.85766,VENUS500X384,0,2009,10892.4,1.23179,3.12536,2216,1641,0,0
3663,A,7,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1855,16624.3,1.43913,2.34117,SAPPHIRE405X384,0,1992,30304.4,1.62167,2.76009,VENUS500X384,0,1996,9936.39,1.384,2.9816,2216,1641,0,0
3663,A,8,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1482,15292.9,1.46854,1.85524,SAPPHIRE405X384,0,1914,29543.4,1.62167,2.88128,VENUS500X384,0,1930,9641.89,1.20909,3.10018,2216,1641,0,0
3663,A,9,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1640,16175.1,1.6225,2.08106,SAPPHIRE405X384,0,1981,29780.1,1.62167,2.91391,VENUS500X384,0,1987,9427.21,0.971658,3.32942,2216,1641,0,0
3663,A,15,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1879,14146.7,1.48387,2.40692,SAPPHIRE405X384,0,2032,29818.5,1.62167,2.89044,VENUS500X384,0,2037,9626.68,1.07472,3.30911,2216,1641,0,0
3663,A,16,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1520,14519.9,0,2.82305,SAPPHIRE405X384,0,1965,29759.5,1.62167,2.92931,VENUS500X384,0,1976,9460.83,1.06542,3.22673,2216,1641,0,0
3663,A,17,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1841,14333.5,1.60293,2.31564,SAPPHIRE405X384,0,1929,29851.6,1.62167,2.92359,VENUS500X384,0,1942,9354.17,0,3.91093,2216,1641,0,0
3663,A,23,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1655,14749.9,1.48998,2.27131,SAPPHIRE405X384,0,2024,30452.5,1.62167,2.92959,VENUS500X384,0,2046,9915.17,0,3.96365,2216,1641,0,0
3663,A,24,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1932,15954.8,1.6225,1.8759,SAPPHIRE405X384,0,2775,31764,2.50578,3.44921,VENUS500X384,0,2122,10464.2,0.84899,3.41678,2216,1641,0,0
3663,B,6,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1689,16405.1,1.43536,2.30446,SAPPHIRE405X384,0,1950,29495.8,1.62167,2.86936,VENUS500X384,0,1918,9762.29,1.41693,2.95425,2216,1641,0,0
3663,B,7,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1318,14931.5,0,2.4463,SAPPHIRE405X384,0,1872,28631.6,1.62167,2.81516,VENUS500X384,0,1843,9309.28,1.0015,3.19876,2216,1641,0,0
3663,B,8,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1445,14123.9,1.6225,1.66679,SAPPHIRE405X384,0,1856,28015.3,1.62167,2.88828,VENUS500X384,0,1861,9131.55,0,3.73321,2216,1641,0,0
3663,B,14,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1684,12724.7,1.43199,2.39862,SAPPHIRE405X384,0,3892,28809.4,3.23889,4.29406,VENUS500X384,0,1964,9317.37,0.945045,3.30357,2216,1641,0,0
3663,B,15,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1657,13369.9,1.60928,1.92803,SAPPHIRE405X384,0,2000,28081,1.62167,2.98619,VENUS500X384,0,1971,8898.83,0,4.04216,2216,1641,0,0
3663,B,16,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1923,13199.3,1.6225,2.32334,SAPPHIRE405X384,0,1896,27526.5,1.62167,2.94391,VENUS500X384,0,1952,8927.84,0.9184,3.36303,2216,1641,0,0
3663,B,22,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1925,15782,1.6225,2.29005,SAPPHIRE405X384,0,2021,28858.5,1.62167,2.9239,VENUS500X384,0,2066,9232.46,0,4.08522,2216,1641,0,0
3663,B,23,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1535,15187.3,1.6225,1.71231,SAPPHIRE405X384,0,2073,29147.7,1.62167,3.0451,VENUS500X384,0,2081,9522.89,0.91893,3.50491,2216,1641,0,0
3663,B,24,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1587,15461.7,1.3728,1.86686,SAPPHIRE405X384,0,2127,31157.8,1.62167,2.94382,VENUS500X384,0,2084,9852.12,0,4.02671,2216,1641,0,0
