plate,well-row,well-column,id_mixture,id_chemical         ,compound common name,SMILES,cherry_testname     ,cherry-error-code     ,cherry-initial-fluorescence,cherry-final-fluorescence,cherry-lagtime2,cherry-doubletime  ,sapphire_testname  ,sapphire-error-code  ,sapphire-initial-fluorescence,sapphire-final-fluorescence,sapphire-lagtime2,sapphire-doubletime,venus_testname     ,venus-error-code    ,venus-initial-fluorescence,venus-final-fluorescence,venus-lagtime2   ,venus-doubletime   ,concentration
2839,A,2,201000000000,510,Methotrexate,CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)N[C@H](CCC(=O)O)C(=O)O,CHERRY580X384,0,1337,59588,0,1.98353,SAPPHIRE405X384,0,3176,70394,1.80251,2.6358,VENUS500X384,0,3360,34858.5,0.593933,2.52541,
2839,O,2,201000000000,516,Trimethoprim,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHERRY580X384,0,1389,50223,0.978178,1.80222,SAPPHIRE405X384,0,3073,65374,1.82448,2.69937,VENUS500X384,0,3157,42347,0.628977,2.42718,
2839,C,2,201000000000,978,Pyrimethamine,CCc1nc(N)nc(N)c1c2ccc(Cl)cc2,CHERRY580X384,0,1396,50401,0,2.08032,SAPPHIRE405X384,0,3163,63681,1.99304,2.71277,VENUS500X384,0,3251,43274,0.613758,2.44872,
2839,A,1,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1736,57605.5,1.48687,1.7918,SAPPHIRE405X384,0,3132,72896.5,1.6743,2.6822,VENUS500X384,0,3248,48408,0.551617,2.4538,
2839,A,23,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1540,55179.5,0.438028,1.96518,SAPPHIRE405X384,0,3259,69257,1.84949,2.67688,VENUS500X384,0,3322,46662.5,0.499091,2.47722,
2839,A,24,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1458,57641,0.674373,1.78792,SAPPHIRE405X384,0,3300,72223,1.80653,2.68897,VENUS500X384,0,3439,49449.5,0.474313,2.4936,
2839,B,1,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1409,47676,0.922014,1.77292,SAPPHIRE405X384,0,3229,69639,1.90096,2.68632,VENUS500X384,0,3148,45068,0.469862,2.40862,
2839,B,2,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1162,49336.5,0,1.88981,SAPPHIRE405X384,0,3148,66622.5,1.93119,2.67436,VENUS500X384,0,3240,43304.5,0.64359,2.40674,
2839,B,23,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1562,53578,1.05238,1.78752,SAPPHIRE405X384,0,3232,68566,1.84332,2.6971,VENUS500X384,0,3381,45424,0.677877,2.4305,
2839,B,24,201000000000,1313,Dimethyl sulfoxide,CS(=O)C,CHERRY580X384,0,1451,55527,0.162979,2.02273,SAPPHIRE405X384,0,3271,70382,1.70538,2.73004,VENUS500X384,0,3417,46938,0.510021,2.55491,
